@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
192.8,1.527103,0,0.1538071,0.09766658,1.616591,1.859138,0,1.18821,0.4887871,3.329708,0.8404683,0.5379839,0,0.1151798,1.996,0.2745142,0.4605938,0.2982814,0,0.07954024,0.09108849,0.1164142,0.2410549,0,0.2124917,0.1517245,0.3095465,0.3476461,0.2202515,0,0.132021,0.393005,0.1638427,0.07453644
193.2,1.345613,0,0.160539,0.09032448,1.658398,1.922279,0,1.183395,0.4497003,3.425094,0.8588979,0.5580085,0,0.2037823,1.826995,0.2434914,0.4676142,0.4331143,0,0.09224663,0.09409252,0.1167937,0.2065863,0,0.215741,0.1534108,0.3383564,0.3545165,0.215891,0,0.2244758,0.3513103,0.1482428,0.06963632
193.6,1.145674,0,0.1699155,0.08079046,1.693717,1.958709,0,1.204336,0.4429165,3.516419,0.837688,0.5614626,0.003230967,0.2820838,1.71412,0.23367,0.4700535,0.5381567,0,0.09537672,0.09440245,0.1053809,0.1461769,0,0.2280802,0.1534618,0.3378912,0.3469671,0.2182076,0.01506429,0.2438283,0.2697419,0.1345054,0.06958073
194,1.018659,0,0.173265,0.06539177,1.719118,1.970975,0,1.212857,0.4213782,3.550803,0.8402812,0.5786542,0.003230967,0.3560516,1.684263,0.2249262,0.4450698,0.5398828,0,0.09969487,0.09263767,0.09648384,0.151278,0,0.2361649,0.1521585,0.3159351,0.3159259,0.2208111,0.01506429,0.2448896,0.264243,0.1295829,0.1061387
194.4,0.9677339,0,0.1842497,0.09019271,1.757039,1.97494,0,1.273071,0.4272144,3.631694,0.8748535,0.5633594,0.003230967,0.4281837,1.615601,0.2333958,0.3831745,0.5011255,0,0.08952644,0.1151008,0.0720721,0.1620691,0,0.2296976,0.1515564,0.2355383,0.2976903,0.216759,0.01506429,0.2513136,0.2979269,0.1288633,0.149827
194.8,0.9185292,0,0.1863308,0.09322038,1.791354,1.948866,0,1.318546,0.4455789,3.690604,0.8651958,0.5740623,0.003230967,0.4879586,1.605786,0.2575228,0.3385142,0.4337382,0,0.09060977,0.1175109,0.07223696,0.1784455,0,0.1692185,0.1480628,0.2008173,0.3012995,0.1905312,0.01506429,0.2535079,0.2843983,0.1478177,0.1483569
195.2,0.8998445,0,0.1865595,0.07188413,1.819234,1.93284,0,1.338407,0.4965356,3.745928,0.7606327,0.5571813,0.008869506,0.5218762,1.569621,0.2603427,0.3225684,0.415061,0,0.09008599,0.1012643,0.05552371,0.1936832,0,0.1544424,0.1717791,0.2353347,0.314271,0.1850806,0.02882548,0.2106142,0.2689895,0.1448101,0.1390364
195.6,0.8593811,0,0.1804967,0.06085525,1.835124,1.906076,0,1.350087,0.528148,3.825611,0.6973333,0.5399065,0.008869506,0.5462665,1.486605,0.2824824,0.3047244,0.4060732,0,0.09679846,0.09615997,0.06171554,0.1798785,0,0.1543274,0.2103768,0.2534778,0.3609475,0.1738584,0.02882548,0.1860829,0.2132269,0.1440847,0.1294009
196,0.8771416,0,0.1592512,0.06405808,1.837478,1.929231,0,1.347413,0.5643311,3.828954,0.5990204,0.5380064,0.008869506,0.5377404,1.418663,0.3177428,0.3147017,0.4042505,0,0.1096433,0.09674788,0.06726492,0.2088901,0,0.1779164,0.2073668,0.253676,0.3711102,0.1639403,0.02882548,0.1806309,0.2540282,0.2288742,0.1574555
196.4,0.8849947,0,0.1287082,0.06367891,1.836633,1.965591,0,1.345901,0.5593847,3.795854,0.5792197,0.6146821,0.008869506,0.5617746,1.42872,0.4359379,0.415951,0.4173722,0,0.09881366,0.09698235,0.07166503,0.2353275,0,0.1974049,0.2214863,0.3079087,0.407764,0.2321747,0.02882548,0.2243219,0.3428815,0.3377398,0.3549295
196.8,0.8436508,0,0.09955407,0.06213286,1.857825,1.975583,0,1.27869,0.5280836,3.864922,0.5851468,0.6128714,0.00563854,0.6492959,1.354703,0.5000263,0.6138091,0.4812497,0,0.08459882,0.09778449,0.07217746,0.2458441,0,0.2429814,0.2416298,0.3371001,0.4156927,0.2402847,0.02531608,0.3121232,0.3860589,0.3516472,0.5951357
197.2,0.7085204,0,0.07658881,0.04843539,1.882978,1.958519,0,1.240908,0.5020725,3.960072,0.551914,0.5475026,0.00563854,0.7141153,1.295396,0.5532543,0.9306045,0.5487336,0,0.0824403,0.09000036,0.08382165,0.2325287,0,0.2619688,0.2732644,0.3375931,0.4012903,0.2811903,0.02531608,0.3665468,0.4084542,0.3450377,0.8389902
197.6,0.5344935,0,0.05558252,0.05392588,1.909011,1.980972,0,1.16609,0.4500951,4.028992,0.525836,0.4699032,0.00563854,0.7955531,1.236678,0.5174886,1.280886,0.5371023,0,0.07486667,0.09704502,0.105504,0.23179,0,0.292181,0.3151848,0.320906,0.4004264,0.3200499,0.02531608,0.4394602,0.4282118,0.3707457,0.9777031
198,0.3605521,0,0.03115714,0.06148924,1.932346,2.034299,0,1.064906,0.3802077,4.024808,0.4724785,0.402232,0.001569066,0.9263086,1.104983,0.5057087,1.614481,0.4642391,0,0.05223181,0.1188567,0.1167782,0.2114918,0,0.3583285,0.3247269,0.3294428,0.400522,0.3413297,0.007525849,0.4528655,0.4781546,0.3730785,1.00173
198.4,0.2166399,0,0.01892033,0.09052855,1.953329,2.080842,0,1.012063,0.2862868,4.021582,0.522421,0.3338912,0.0008056184,1.024449,1.047787,0.4742896,1.913948,0.370207,0,0.0428779,0.1533173,0.1196342,0.1891674,0,0.3601819,0.2778159,0.3371975,0.4086939,0.3516796,0.00376446,0.387181,0.4679103,0.3957618,0.921218
198.8,0.1150078,0,0.01671557,0.1029675,1.991827,2.158542,0.0004022326,1.041653,0.2316244,4.069827,0.5739611,0.3102001,0.0008056184,1.107173,1.108515,0.4587419,2.062023,0.3035838,0,0.04298672,0.1655114,0.14561,0.2593498,0.001933647,0.4037704,0.2068577,0.3686842,0.4165091,0.3499269,0.00376446,0.3144578,0.5085051,0.4053511,0.8283427
199.2,0.002080666,0,0.01624267,0.1280686,2.040949,2.203792,0.0004022326,1.101139,0.2456073,4.204289,0.679585,0.3018804,0.0008056184,1.177833,1.195895,0.3530609,1.940414,0.01484725,0,0.04311793,0.1631253,0.1315653,0.3046533,0.001933647,0.4261159,0.2298392,0.2869839,0.4708542,0.333045,0.00376446,0.252084,0.5265801,0.366421,1.026996
199.6,0.0008,0,0.00241985,0.1307826,2.083943,2.23548,0.0004022326,1.113634,0.2951135,4.250617,0.6722617,0.2776485,0.0008152851,1.197419,1.169918,0.2757021,1.751791,0.003923906,0,0.00774451,0.1615564,0.1088967,0.3073434,0.001933647,0.4215692,0.2511994,0.2820495,0.4374145,0.2632773,0.003763294,0.2045614,0.4914316,0.2777375,1.213485
200,0.0008,0,0.003086516,0.131449,2.12985,2.304747,0.0004022326,1.120355,0.3234143,4.264246,0.6555498,0.3173209,0.004812827,1.190862,1.252182,0.1667839,1.477665,0.003923906,0,0.009488978,0.1610282,0.1097941,0.2880932,0.001933647,0.4181062,0.2555291,0.2995467,0.4401931,0.2902306,0.01990646,0.188069,0.474488,0.1299794,1.308185
200.4,0.0008,0,0.002803837,0.1319326,2.139489,2.322971,0.0004022326,1.157983,0.3513463,4.277307,0.6846603,0.3488007,0.004812827,1.162702,1.273331,0.1434055,1.136447,0.003923906,0,0.01007128,0.1602538,0.101322,0.2712943,0.001933647,0.3925433,0.2411144,0.3106587,0.4326736,0.2791274,0.01990646,0.1988851,0.4468057,0.1131816,1.277829
200.8,0.0008,0,0.004003837,0.09657869,2.150708,2.343478,0.0004022326,1.190624,0.3692328,4.330372,0.7426604,0.3991876,0.004007208,1.148017,1.278444,0.1589375,0.7737534,0.003923906,0,0.01136899,0.1373522,0.09229575,0.2520982,0.001933647,0.3747643,0.2210924,0.2571324,0.4751925,0.2602814,0.01971395,0.1742631,0.4235054,0.1192353,1.125764
201.2,0.0028,0,0.004003837,0.1051421,2.158233,2.348622,0.0004022326,1.291668,0.400218,4.380751,0.826699,0.4641038,0.004007208,1.194399,1.297341,0.1710933,0.4208457,0.01032824,0,0.01136899,0.1361596,0.08519281,0.2457714,0.001933647,0.2641634,0.1988283,0.2188554,0.45089,0.2523939,0.01971395,0.2176899,0.395402,0.1317393,0.8634733
201.6,0.0028,0,0.004003837,0.06562053,2.17406,2.393224,0.0002585667,1.235556,0.4225311,4.407553,0.941197,0.4880755,0.004007208,1.280994,1.210539,0.2047818,0.08303078,0.01032824,0,0.01136899,0.07375566,0.07136155,0.237551,0.001573449,0.2408829,0.1817522,0.2060719,0.3953756,0.2196825,0.01971395,0.2737952,0.4188484,0.1304834,0.1647077
202,0.01812216,0,0.004003837,0.05105084,2.165622,2.341753,0,1.203645,0.3659997,4.407648,1.003241,0.4775889,0.006427283,1.382729,1.107905,0.2310396,0.05889125,0.04887226,0,0.01136899,0.06714637,0.0641805,0.1866619,0,0.2154958,0.1739962,0.1990127,0.444726,0.2302452,0.02236538,0.3407476,0.3773391,0.1622589,0.07659503
202.4,0.0309035,0,0.003602241,0.03580099,2.188178,2.280404,0,1.150034,0.3079551,4.438303,1.092974,0.5295835,0.01862317,1.534557,1.027182,0.2638482,0.05848966,0.05828714,0,0.01132862,0.05382919,0.08038444,0.2073123,0,0.179018,0.1320154,0.2355803,0.4707067,0.263282,0.04400037,0.4469858,0.3773576,0.1684852,0.07688019
202.8,0.04419522,0,0.003602391,0.03473432,2.189154,2.255021,0,1.117111,0.2588608,4.48532,1.17939,0.5656282,0.03631847,1.734848,0.9167965,0.3015408,0.04499308,0.06896601,0,0.01131006,0.0544339,0.08001208,0.2072475,0,0.1866457,0.1031326,0.239894,0.47209,0.2879529,0.07568074,0.5231035,0.3213838,0.1835314,0.07283907
203.2,0.08685082,0,0.001601221,0.03460123,2.191418,2.244238,0,1.145448,0.2399337,4.512339,1.307793,0.6291583,0.08105365,1.927901,0.7604391,0.3709724,0.06769995,0.1288658,0,0.006092628,0.05450739,0.07750187,0.1956048,0,0.1979302,0.09897697,0.2276893,0.4376263,0.3282275,0.1343493,0.4997242,0.3154329,0.1969068,0.165697
203.6,0.1979406,0,0.001207633,0.02335229,2.164474,2.219912,0,1.138891,0.2203024,4.507818,1.389112,0.6933141,0.1182135,2.062052,0.7077247,0.4489889,0.06679295,0.2863438,0,0.005144438,0.04517975,0.12653,0.2277809,0,0.1948659,0.1205041,0.2194893,0.4465186,0.3190493,0.1684148,0.4222245,0.3132427,0.2163781,0.1851468
204,0.3430555,0,0.0004012206,0.02755771,2.128365,2.137645,0,1.103093,0.1849799,4.453101,1.488533,0.7749476,0.173027,2.174239,0.6542079,0.5100502,0.06596046,0.4036934,0,0.001858151,0.05006611,0.1692046,0.3176511,0,0.2001356,0.1346076,0.2916753,0.4279136,0.3252797,0.2104723,0.3600653,0.3190375,0.2275838,0.1854172
204.4,0.4650188,0,0.004434811,0.01629814,2.089827,2.065824,0,1.062897,0.1375144,4.410936,1.574943,0.8616248,0.2153013,2.292971,0.6670289,0.5727701,0.06436545,0.4254672,0,0.01245862,0.0424042,0.1925207,0.3241453,0,0.2270508,0.1261101,0.323009,0.4513059,0.3132243,0.2049797,0.2838392,0.3178532,0.2403072,0.1858785
204.8,0.5336165,0,0.004434811,0.01355778,2.047109,1.984414,0,1.030826,0.09911611,4.38237,1.635389,0.9255247,0.2721732,2.390178,0.6150582,0.6255282,0.06188451,0.389045,0,0.01245862,0.04231575,0.2022988,0.2909163,0,0.2054959,0.1139587,0.3238029,0.4626951,0.2667193,0.2019521,0.2162199,0.2891644,0.2585533,0.1865087
205.2,0.5279476,0,0.004434811,0.01353004,2.021418,1.957546,0,0.9788817,0.07092514,4.377579,1.560865,0.8925748,0.2862738,2.452151,0.5353242,0.6504413,0.2001101,0.3985074,0,0.01245862,0.04232405,0.1931568,0.2639191,0,0.2275719,0.1046146,0.3162722,0.4729892,0.2944572,0.1938385,0.1940076,0.2522515,0.2268726,0.4079649
205.6,0.5100821,0,0.004195724,0.01353004,2.006876,2.017466,0,0.9474693,0.05306307,4.368131,1.527098,0.8258895,0.2764668,2.507263,0.5529511,0.6485438,0.4497458,0.4178708,0,0.0124542,0.04232405,0.173854,0.3199939,0,0.2479701,0.09813663,0.3130238,0.5257893,0.3336311,0.2000051,0.2426677,0.2597985,0.2386735,0.6898032
206,0.4937771,0,0.004033591,0.01353004,2.001666,2.065373,0,0.890056,0.02733493,4.399005,1.407667,0.7685464,0.27774,2.584187,0.6159679,0.6199282,0.7285769,0.4311978,0,0.0124517,0.04232405,0.1673584,0.3697539,0,0.2141931,0.07813023,0.3503098,0.5705807,0.3582291,0.193779,0.3534532,0.2648942,0.2601854,0.8611391
206.4,0.4184845,0,0.004033591,0.01353004,2.00881,2.088812,0,0.8252208,0.003245068,4.473308,1.372292,0.6822512,0.2690645,2.772734,0.6644027,0.5411423,0.9831485,0.4558822,0,0.0124517,0.04232405,0.1671654,0.3828547,0,0.2387998,0.01447365,0.3725025,0.5621647,0.3897963,0.1900226,0.4409872,0.2501754,0.3034489,1.008039
206.8,0.2822229,0,0.004033591,0.007742666,2.041337,2.169102,0,0.7532035,0.003602809,4.506375,1.167369,0.5697486,0.1969434,2.809772,0.6694854,0.4514361,1.377936,0.4030293,0,0.0124517,0.02176578,0.1530264,0.3452182,0,0.2810474,0.01451057,0.3515571,0.6173028,0.4083329,0.1595741,0.4383066,0.2525377,0.3356778,1.121171
207.2,0.143409,0,0.001878725,0.0109096,2.050166,2.256482,0,0.7872522,0.004211509,4.510004,1.057752,0.4788657,0.1629459,2.68602,0.7453174,0.5040848,1.753567,0.2743519,0,0.008630409,0.02724428,0.1433797,0.292518,0,0.3799779,0.01523682,0.3693222,0.5612833,0.320412,0.1652263,0.6435019,0.3228577,0.4836627,1.067068
207.6,0.04874252,0,0,0.01206548,2.103074,2.345872,0,0.8039033,0.02550403,4.513815,0.9178729,0.3976768,0.1120085,2.570171,0.7467506,0.4861677,2.100143,0.1454599,0,0,0.02786549,0.1433237,0.2410582,0,0.3785727,0.06454902,0.3787496,0.4811977,0.3052347,0.1441012,0.7501542,0.4005073,0.4718776,0.8381182
208,0,0,0,0.02067649,2.168186,2.427931,0,0.8620233,0.04193353,4.538599,0.8121833,0.3108256,0.07476894,2.453523,0.978145,0.4255272,2.371929,0,0,0,0.0412479,0.1590391,0.1596821,0,0.4161607,0.07607638,0.3823603,0.4142059,0.2353732,0.09821495,0.8383153,0.6670268,0.4623208,0.4684449
208.4,0,0,0.04329758,0.03955695,2.144751,2.331707,0.001532283,0.949863,0.1499015,4.371198,0.753485,0.2656238,0.0651278,2.259518,1.006999,0.4068758,2.441405,0,0,0.1661551,0.07582282,0.1914492,0.395206,0.0125684,0.5112296,0.3901235,0.6731276,0.4094472,0.2355849,0.1014747,1.028297,0.6719147,0.4883708,0.4353098
208.8,0.02996207,0,0.1528013,0.04964986,2.158295,2.213638,0.08995542,1.098498,0.3484003,4.016526,0.6937313,0.2149237,0.05178297,2.037732,0.94625,0.3487011,2.275807,0.136551,0,0.3440644,0.08249817,0.20777,0.4749834,0.258886,0.6191239,0.6376428,1.038941,0.3512634,0.2292211,0.09724063,1.021856,0.7226324,0.5048775,0.8350891
209.2,0.08414012,0,0.1976787,0.05122604,1.975288,1.921547,0.1348589,1.102972,0.4253484,3.431721,0.5890952,0.1729429,0.01695174,1.570575,0.8836912,0.3255251,1.993877,0.2497881,0,0.371034,0.08332737,0.6060836,0.7872344,0.3144222,0.6789373,0.6672381,1.514674,0.3859597,0.222616,0.04737048,0.9851979,0.7759843,0.5217705,1.138877
209.6,0.1447528,0.0007585532,0.230643,0.06088756,1.945511,1.813895,0.1573354,1.207592,0.5336174,3.138812,0.5955605,0.1554306,0.01493318,1.236007,0.9193405,0.3872816,1.824926,0.4236487,0.005574205,0.3915272,0.08749868,0.6522304,0.8556746,0.3347327,0.6772359,0.7240679,1.567352,0.3956545,0.2344578,0.07168365,0.7285133,0.8352943,0.5618445,1.205675
210,0.2860479,0.006477134,0.2442157,0.07292276,1.962116,1.47613,0.1995799,1.185191,0.8733154,2.529533,0.5394079,0.2203152,0.02193536,0.8908636,0.916372,0.3810894,1.357069,0.5732016,0.02720701,0.3988846,0.1174714,0.6746991,1.026763,0.3464267,0.7408624,0.8907842,1.782801,0.416905,0.3250641,0.083092,0.691523,0.8698087,0.5710307,1.239544
210.4,0.3288887,0.007660578,0.2442157,0.06996374,1.656305,1.005904,0.2090378,0.9261843,0.9467594,1.776032,0.351062,0.1639354,0.02193536,0.6224771,0.7515994,0.1421865,0.8217123,0.5768076,0.02732238,0.3988846,0.1186932,0.9558971,1.02315,0.344449,0.8152183,0.9074835,1.867494,0.3220391,0.2931266,0.083092,0.6998104,0.9001896,0.26293,1.109433
210.8,0.5481699,0.06885955,0.2988284,0.0640992,1.339538,0.5889338,0.2954445,0.7521017,1.063973,0.9041412,0.3415536,0.1748766,0.05971062,0.425995,0.4259297,0.07133889,0.4609298,0.7741331,0.18718,0.4070975,0.1182719,0.9768692,0.7486838,0.3745299,0.8572133,0.8740549,1.290311,0.4040221,0.312351,0.1985708,0.6296818,0.6790649,0.228229,0.8028345
211.2,0.9387662,0.1524376,0.3791023,0.08032459,1.446349,0.4062917,0.4031842,0.6733691,1.345546,0.6207801,0.2745797,0.2020722,0.1638315,0.2975059,0.2315685,0.0472794,0.2623074,1.052041,0.2800011,0.4084196,0.1470313,0.974034,0.5435026,0.3998386,0.7763459,0.9289598,0.7533795,0.3870363,0.3100185,0.3527683,0.5417632,0.3418094,0.2103998,0.5038703
211.6,1.270027,0.2854653,0.3434329,0.04960921,1.476016,0.2548688,0.5340279,0.4925752,1.503203,0.4974727,0.2346674,0.2869991,0.182007,0.2170315,0.1602929,0.04417912,0.1330258,1.102537,0.4157753,0.3752691,0.129361,0.9442792,0.4342518,0.475015,0.5993638,0.9900154,0.5167427,0.3546883,0.3323747,0.3407633,0.5023201,0.3106912,0.2036078,0.3203427
212,1.488167,0.3206459,0.2864497,0.04750098,1.489593,0.1061781,0.6774419,0.2824865,1.671385,0.4134201,0.3439897,0.3830002,0.2094953,0.09751795,0.1106245,0.04417912,0.1562468,1.043275,0.4010616,0.3046403,0.1290999,0.8638365,0.2161405,0.6002269,0.2320792,0.9752192,0.3147901,0.4574233,0.3289164,0.3354497,0.3309763,0.2858962,0.2036078,0.3216571
212.4,1.570078,0.3157088,0.3104623,0.04457784,1.548428,0.09649894,0.7585386,0.2731829,1.769053,0.4450136,0.4482549,0.4093489,0.2120573,0.2174685,0.1053309,0.0414604,0.1958975,0.980108,0.3913248,0.3196005,0.1255287,0.7919569,0.2091103,0.583605,0.2271539,0.8927514,0.3025429,0.5213642,0.312475,0.3287564,0.5112112,0.277786,0.1974326,0.3251048
212.8,1.823749,0.4737664,0.3225375,0.04846256,1.592082,0.09595054,0.7173598,0.3606271,1.820536,0.5507038,0.4279679,0.4020369,0.3175413,0.1963258,0.1468578,0.1087464,0.1788136,1.160426,0.5283465,0.3069013,0.1159842,0.7632438,0.1996163,0.5747195,0.2979984,0.8618047,0.3854387,0.4986277,0.293761,0.4173308,0.489674,0.2770339,0.2848195,0.3133753
213.2,2.150139,0.6790819,0.3436178,0.05401074,1.588585,0.102727,0.7086196,0.4387986,1.866526,0.6809845,0.4055847,0.3670749,0.421808,0.1963258,0.1633838,0.1450706,0.1783945,1.086626,0.607122,0.2941821,0.1096451,0.6975276,0.1980853,0.578719,0.3309979,0.7991728,0.3894999,0.5105313,0.2488125,0.4313441,0.489674,0.2790318,0.3048295,0.3136109
213.6,2.44988,0.7566501,0.3657991,0.05777998,1.78511,0.06595347,0.7839399,0.4976778,2.127096,0.787464,0.4327665,0.4142786,0.4692909,0.1549824,0.1707817,0.1513987,0.1317584,0.8129714,0.5788553,0.2794932,0.1087875,0.4387404,0.1082615,0.5440537,0.2959091,0.4779817,0.2942349,0.4756294,0.2219053,0.404547,0.4380881,0.2764584,0.3030233,0.2225934
214,2.572494,0.7553424,0.3412559,0.03510922,1.801024,0.03269637,0.8182695,0.5093163,2.232523,0.8210263,0.4879198,0.4590068,0.4203255,0.1309091,0.1900743,0.1513987,0.07459852,0.6834338,0.5660981,0.2309991,0.06293666,0.2528218,0.05901799,0.5303243,0.2757015,0.2770066,0.2465875,0.4493515,0.1714634,0.3441,0.4047322,0.2719727,0.3030233,0.1557139
214.4,2.698065,0.8337559,0.3285574,0.03693733,1.75312,0.03235062,0.7431487,0.4958864,2.198909,0.8093612,0.5145967,0.4369017,0.4419445,0.1309091,0.2279007,0.1655037,0.07452256,0.7180357,0.5609286,0.2200267,0.06223477,0.2258322,0.05901686,0.5569955,0.2786403,0.2613359,0.2538002,0.4363065,0.1803073,0.3421316,0.4047322,0.2683344,0.3007264,0.1557495
214.8,2.942946,0.9450695,0.2939193,0.05179226,1.714554,0.05461425,0.5374285,0.5532187,2.160289,0.7920241,0.4237958,0.373674,0.5475716,0.1227625,0.3313977,0.3176314,0.06195939,0.7062692,0.5596415,0.2062106,0.0706105,0.2233661,0.1041803,0.4645811,0.2501055,0.2600968,0.2618466,0.3955152,0.1669427,0.3514337,0.4057073,0.3334605,0.5136117,0.1486361
215.2,3.233964,1.123048,0.3270847,0.06434121,1.668347,0.09153398,0.3914238,0.57328,2.108812,0.7361618,0.3792664,0.3052033,0.6461862,0.05929067,0.4241073,0.4913563,0.02648999,0.6655955,0.522849,0.2437241,0.08048831,0.245086,0.1412449,0.4156444,0.2277838,0.2762148,0.3109315,0.3421873,0.1893223,0.3454579,0.3163392,0.3395072,0.6009958,0.1061563
215.6,3.481322,1.303867,0.3334644,0.05699456,1.614326,0.09583489,0.2962401,0.539332,2.07584,0.7018856,0.3330695,0.2724832,0.6945806,0,0.4585825,0.616422,0.0004,0.740906,0.5821649,0.2167917,0.07294773,0.2425456,0.1409981,0.3592085,0.2295349,0.2829811,0.3008333,0.2564777,0.2028207,0.3347868,0,0.3201857,0.6398738,0.001853161
216,3.624262,1.285494,0.4213516,0.0455977,1.54448,0.09773889,0.2817296,0.4650212,2.004464,0.5916683,0.3943104,0.2586691,0.6822244,0,0.4533289,0.714813,0.0004,0.8117504,0.5763605,0.2540546,0.06942023,0.2263112,0.1501183,0.3682168,0.1487883,0.2829393,0.1855287,0.2421947,0.1965753,0.3212978,0,0.3130465,0.6980108,0.001853161
216.4,3.874523,1.287857,0.5001777,0.04144455,1.518085,0.1139246,0.2419465,0.4484315,1.99596,0.528348,0.4433012,0.2658264,0.7346973,0,0.5022685,0.893488,0.0004,0.7084506,0.574931,0.2810751,0.06746139,0.2368663,0.1516402,0.3714568,0.1450778,0.2719334,0.1819984,0.2039166,0.1948893,0.3192666,0,0.2894706,0.6778772,0.001853161
216.8,4.054413,1.340131,0.5935121,0.04148695,1.429939,0.1223482,0.1210237,0.4430793,1.894438,0.4734456,0.4320883,0.2362939,0.8259193,0,0.555338,1.066763,0.0004,0.5822093,0.5212713,0.2914593,0.06699681,0.2018175,0.1499187,0.2605653,0.1412378,0.2366992,0.1485222,0.1882896,0.1652557,0.2701506,0,0.247536,0.5864181,0.001853161
217.2,4.216446,1.369359,0.6643043,0.04355076,1.346596,0.1283948,0.03122783,0.4449591,1.808048,0.4294579,0.4432442,0.2249109,0.8903855,0,0.5913947,1.244179,0.0004,0.4335641,0.4696328,0.3153945,0.06758494,0.1591261,0.1477703,0.09641599,0.1339744,0.1865143,0.1352239,0.1836008,0.1577148,0.2138631,0,0.2187268,0.4297687,0.001853161
217.6,4.359075,1.412638,0.7156301,0.04147469,1.30244,0.1473218,0,0.4368649,1.754838,0.3994669,0.4891094,0.1978357,0.9561258,0,0.6304542,1.395832,0.0004545455,0.2379995,0.4719016,0.3050181,0.06726622,0.1243179,0.1487587,0,0.1419845,0.1323844,0.1172883,0.1539083,0.1472802,0.09257371,0,0.1672516,0.1376851,0.001970923
218,4.398071,1.356337,0.816762,0.02061331,1.267729,0.1152992,0,0.4019643,1.706141,0.3783332,0.5021657,0.230397,0.9355337,0,0.6021681,1.367192,0.0003129825,0.2273062,0.5017033,0.1928808,0.02994775,0.09574433,0.1116648,0,0.1178932,0.06923521,0.1087612,0.145815,0.1388281,0.07734145,0,0.139897,0.09164375,0.001668415
218.4,4.372377,1.244986,0.8491486,0.02190099,1.265737,0.1135473,0,0.432344,1.698318,0.3820466,0.5304566,0.2786584,0.9339487,0,0.5739593,1.37795,0,0.1582543,0.4709371,0.1733669,0.03233524,0.1027023,0.1105492,0,0.09474895,0.06539946,0.09524658,0.1366312,0.09943291,0.07079922,0,0.1125672,0.09647926,0
218.8,4.321784,1.035198,0.8994633,0.020289,1.229044,0.1227195,0,0.460245,1.68355,0.3594317,0.564465,0.3007287,0.9325223,0,0.5417674,1.389923,0,0.1146791,0.2189598,0.1309539,0.03140202,0.07019949,0.1174513,0,0.0844052,0.05570567,0.09304694,0.1094493,0.07790993,0.07496527,0,0.1003703,0.1009642,0
219.2,4.279022,0.9515054,0.9115659,0.02710122,1.195985,0.08676417,0,0.4635968,1.665788,0.3301782,0.5832019,0.2909327,0.9276495,0,0.5664583,1.366322,0,0.09125344,0.1868589,0.1340758,0.03437284,0.0445205,0.09363236,0,0.08639722,0.0521741,0.06914997,0.1174984,0.07678457,0.08078466,0,0.09387063,0.09278649,0
219.6,4.278218,0.8880049,0.9594549,0.01715305,1.183876,0.083845,0,0.4633109,1.649397,0.3163843,0.6215547,0.2752649,0.9288131,0,0.5682487,1.379522,0,0.07884441,0.1710641,0.1403516,0.03504314,0.04054897,0.09048962,0,0.09678557,0.02751884,0.05453974,0.1232148,0.07979948,0.06493819,0,0.1078986,0.08572631,0
220,3.795281,0.7895993,0.7455517,0,1.027263,0.05902189,0,0.3466926,1.445068,0.2486342,0.5149543,0.2085021,0.823812,0,0.5656096,1.268004,0,1.535431,0.3523582,0.3268195,0,0.4167515,0.09704324,0,0.1705287,0.5842744,0.1162751,0.239036,0.1184516,0.3428951,0,0.2606782,0.5190217,0
220.4,2.105008,0.3251161,0.4019092,0,0.6244376,0.135,0,0.1100247,0.8096462,0.07481254,0.1709043,0.189991,0.4711039,0,0.4603353,0.7748318,0,2.976931,0.4597836,0.5683854,0,0.8830881,0.1909188,0,0.1555984,1.145013,0.1058009,0.2416952,0.2686879,0.6662415,0,0.6510124,1.095778,0
220.8,2.105008,0.3251161,0.4019092,0,0.6244376,0.135,0,0.1100247,0.8096462,0.07481254,0.1709043,0.189991,0.4711039,0,0.4603353,0.7748318,0,2.976931,0.4597836,0.5683854,0,0.8830881,0.1909188,0,0.1555984,1.145013,0.1058009,0.2416952,0.2686879,0.6662415,0,0.6510124,1.095778,0
221.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
